Nama Jurnal,ISSN,SJR,H-Index,Bidang Ilmu,Quartil
Icarus,10902643,1.059,177,Astronomy and Astrophysics,Q1
IEEE Transactions on Visualization and Computer Graphics,10772626,1.059,175,Computer Graphics and Computer-Aided Design,Q1
International Journal of Geomechanics,15323641,1.059,94,Geotechnical Engineering and Engineering Geology,Q1
Quantum Machine Intelligence,25244914,1.059,23,Applied Mathematics,Q1
"Sport, Exercise, and Performance Psychology",21573913,1.059,39,"Physical Therapy, Sports Therapy and Rehabilitation",Q1
ICES Journal of Marine Science,10959289,1.058,145,Aquatic Science,Q1
SIAM-ASA Journal on Uncertainty Quantification,21662525,1.058,40,Applied Mathematics,Q1
Algebraic Combinatorics,25895486,1.057,13,Discrete Mathematics and Combinatorics,Q1
Journal of Sociolinguistics,13606441,1.057,68,History and Philosophy of Science,Q1
Materials and Manufacturing Processes,10426914,1.057,96,Industrial and Manufacturing Engineering,Q1
Terrorism and Political Violence,15561836,1.057,64,Political Science and International Relations,Q1
Water Security,24683124,1.057,29,"Management, Monitoring, Policy and Law",Q1
Geomechanics for Energy and the Environment,23523808,1.056,35,Computers in Earth Sciences,Q1
International Journal of Solids and Structures,00207683,1.056,207,Applied Mathematics,Q1
Journal of Nursing Scholarship,15475069,1.056,98,Nursing,Q1
OpenNano,23529520,1.056,30,Biotechnology,Q1
Gut Pathogens,17574749,1.055,61,Gastroenterology,Q1
Journal of Urban Management,25890360,1.055,38,"Geography, Planning and Development",Q1
"Pedagogy, Culture and Society",14681366,1.055,49,Cultural Studies,Q1
Random Structures and Algorithms,10429832,1.055,73,Applied Mathematics,Q1
World Journal of Urology,07244983,1.055,104,Urology,Q1
Accounting Education,14684489,1.054,54,Accounting,Q1
Biomolecules and Therapeutics,19769148,1.054,61,Drug Discovery,Q1
Child and Adolescent Psychiatric Clinics of North America,10564993,1.054,88,"Pediatrics, Perinatology and Child Health",Q1
Fractional Calculus and Applied Analysis,13110454,1.054,69,Analysis,Q1
Infection and Immunity,10985522,1.054,249,Infectious Diseases,Q1
Journal of Fashion Marketing and Management,13612026,1.054,72,Business and International Management,Q1
Polysaccharides,26734176,1.054,20,Chemistry,Q1
Computers and Electrical Engineering,00457906,1.053,106,Computer Science,Q1
Expert Opinion on Drug Delivery,17425247,1.053,141,Pharmaceutical Science,Q1
"Geomatics, Natural Hazards and Risk",19475713,1.053,66,Earth and Planetary Sciences,Q1
Regional Sustainability,2666660X,1.053,20,Development,Q1
Biochimica et Biophysica Acta - Bioenergetics,00052728,1.052,198,Biophysics,Q1
Frontiers in Remote Sensing,26736187,1.052,18,Biophysics,Q1
Future Oncology,17448301,1.052,96,Medicine,Q1
Journal of Health Services Research and Policy,17581060,1.052,86,Health Policy,Q1
Journal of Pediatric Psychology,01468693,1.052,143,"Pediatrics, Perinatology and Child Health",Q1
Molecular Pharmacology,15210111,1.052,215,Pharmacology,Q1
Schizophrenia Research: Cognition,22150013,1.052,31,Cognitive Neuroscience,Q2
Synthese,00397857,1.052,89,Philosophy,Q1
Archives of Sexual Behavior,15732800,1.051,140,Arts and Humanities,Q1
Bioengineered,21655987,1.051,67,Applied Microbiology and Biotechnology,Q1
Geomorphology,0169555X,1.051,204,Earth-Surface Processes,Q1
International Archives of Occupational and Environmental Health,14321246,1.051,105,"Public Health, Environmental and Occupational Health",Q1
International Journal of High Performance Computing Applications,10943420,1.051,69,Hardware and Architecture,Q1
Maritime Policy and Management,03088839,1.051,75,"Geography, Planning and Development",Q1
Mathematics in Engineering,26403501,1.051,15,Analysis,Q1
Research in Social Stratification and Mobility,02765624,1.051,61,Social Sciences,Q1
Toxins,20726651,1.051,128,"Health, Toxicology and Mutagenesis",Q1
Archives of Orthopaedic and Trauma Surgery,14343916,1.05,98,Medicine,Q1
Catalysis Today,09205861,1.05,247,Chemistry,Q1
Egyptian Informatics Journal,11108665,1.05,53,Computer Science Applications,Q1
Journal of Geriatric Psychiatry and Neurology,15525708,1.05,82,Geriatrics and Gerontology,Q2
Journal of the Peripheral Nervous System,10859489,1.05,79,Medicine,Q1
Multiple Sclerosis and Related Disorders,22110356,1.05,70,Medicine,Q1
New York University Law Review,00287881,1.05,64,Law,Q1
World Journal of Pediatrics,17088569,1.05,51,"Pediatrics, Perinatology and Child Health",Q1
Harvard Review of Psychiatry,14657309,1.049,94,Psychiatry and Mental Health,Q2
Journal of Behavioral and Experimental Finance,22146350,1.049,46,Finance,Q1
Journal of Service Theory and Practice,20556225,1.049,104,Strategy and Management,Q1
"Law, Innovation and Technology",1757997X,1.049,27,Biotechnology,Q1
Ultrasonics,18749968,1.049,118,Acoustics and Ultrasonics,Q1
Biophysical Reviews,18672469,1.048,71,Biophysics,Q1
Chemical and Biological Technologies in Agriculture,21965641,1.048,48,Agronomy and Crop Science,Q1
Finite Fields and their Applications,10715797,1.048,57,Algebra and Number Theory,Q1
Infection Control and Hospital Epidemiology,15596834,1.048,156,Infectious Diseases,Q1
Journal of Diabetes and its Complications,10568727,1.048,104,Endocrinology,Q2
Water Resources Management,09204741,1.048,135,Civil and Structural Engineering,Q1
Circular Economy and Sustainability,27305988,1.047,29,Environmental Science,Q1
International Journal of Intercultural Relations,01471767,1.047,107,Business and International Management,Q1
Journal of Business and Technical Communication,15524574,1.047,48,Business and International Management,Q1
Paediatric Respiratory Reviews,15260550,1.047,79,"Pediatrics, Perinatology and Child Health",Q1
Theory and Society,15737853,1.047,94,History,Q1
American Journal of Industrial Medicine,02713586,1.046,120,"Public Health, Environmental and Occupational Health",Q1
BMC Palliative Care,1472684X,1.046,62,Medicine,Q1
Clinical Gerontologist,15452301,1.046,46,Clinical Psychology,Q1
Polymer Testing,01429418,1.046,131,Organic Chemistry,Q1
Presse Medicale,07554982,1.046,60,Medicine,Q1
ACS Applied Electronic Materials,26376113,1.045,64,"Electronic, Optical and Magnetic Materials",Q1
Chemical Synthesis,27695247,1.045,14,Chemistry,Q1
European Urban and Regional Studies,09697764,1.045,79,Environmental Science,Q1
Expert Review of Gastroenterology and Hepatology,17474132,1.045,73,Gastroenterology,Q2
Global Ecology and Conservation,23519894,1.045,80,Ecology,Q1
Health and Social Care in the Community,09660410,1.045,85,Health Policy,Q1
IEEE Transactions on Quantum Engineering,26891808,1.045,28,Computer Science Applications,Q1
Information and Software Technology,09505849,1.045,130,Computer Science Applications,Q1
npj Microgravity,23738065,1.045,42,Agricultural and Biological Sciences,Q1
Psychology and Health,08870446,1.045,113,"Public Health, Environmental and Occupational Health",Q1
Qualitative Health Research,15527557,1.045,144,"Public Health, Environmental and Occupational Health",Q1
Studies in Family Planning,17284465,1.045,79,Demography,Q1
Trabajos de Prehistoria,19883218,1.045,28,Archeology,Q1
Drug Metabolism Reviews,10979883,1.044,113,Pharmacology,Q1
IEEE Open Journal of the Solid-State Circuits Society,26441349,1.044,13,Electrical and Electronic Engineering,Q1
Recycling,23134321,1.044,41,"Management, Monitoring, Policy and Law",Q1
Cold Regions Science and Technology,18727441,1.043,108,Earth and Planetary Sciences,Q1
Journal of Communications and Networks,12292370,1.043,60,Computer Networks and Communications,Q1
Journal of Fluids and Structures,10958622,1.043,135,Mechanical Engineering,Q1
Psychiatric Quarterly,00332720,1.043,67,Psychiatry and Mental Health,Q2
Quantum Topology,1664073X,1.043,18,Geometry and Topology,Q1
Transportmetrica B,21680582,1.043,36,Modeling and Simulation,Q1
BIT Numerical Mathematics,15729125,1.042,67,Applied Mathematics,Q1
Family Practice,02632136,1.042,116,Family Practice,Q1
Archives of Environmental Contamination and Toxicology,14320703,1.041,129,"Health, Toxicology and Mutagenesis",Q1
BMC Medical Informatics and Decision Making,14726947,1.041,107,Computer Science Applications,Q1
Computational Psychiatry,23796227,1.041,11,Psychology,Q1
FlatChem,24522627,1.041,46,Ceramics and Composites,Q1
Food Chemistry: Molecular Sciences,26665662,1.041,21,Food Science,Q1
Journal of Bone Oncology,22121374,1.041,41,Oncology,Q2
Journal of Management and Governance,1572963X,1.041,65,Business and International Management,Q1
Animal,1751732X,1.04,133,Animal Science and Zoology,Q1
Cluster Computing,13867857,1.04,80,Computer Networks and Communications,Q1
Computers and Geosciences,00983004,1.04,161,Computers in Earth Sciences,Q1
Journal of Acquired Immune Deficiency Syndromes (1999),15254135,1.04,176,Infectious Diseases,Q1
Mathematics and Computers in Simulation,03784754,1.04,96,Applied Mathematics,Q1
"Research in Psychotherapy: Psychopathology, Process and Outcome",22398031,1.04,21,Clinical Psychology,Q1
Advances in Manufacturing,20953127,1.039,46,Industrial and Manufacturing Engineering,Q1
Bioresources and Bioprocessing,21974365,1.039,57,Biomedical Engineering,Q1
Educational Assessment,10627197,1.039,38,Education,Q1
IEEE Sensors Journal,1530437X,1.039,172,Electrical and Electronic Engineering,Q1
Journal of Business and Industrial Marketing,08858624,1.039,88,Business and International Management,Q1
Advances in Water Resources,03091708,1.038,170,Water Science and Technology,Q1
IEEE Microwave and Wireless Technology Letters,27719588,1.038,136,Condensed Matter Physics,Q1
International Journal of Psychiatry in Clinical Practice,14711788,1.038,47,Psychiatry and Mental Health,Q2
Journal of Multinational Financial Management,1042444X,1.038,61,Economics and Econometrics,Q1
Alexandria Engineering Journal,11100168,1.037,112,Engineering,Q1
Chemical Communications,1364548X,1.037,387,Ceramics and Composites,Q1
European Journal of Population,15729885,1.037,66,Demography,Q1
Journal of Human Rights and the Environment,17597188,1.037,17,Law,Q1
Medical Education Online,10872981,1.037,55,Education,Q1
Sexuality Research and Social Policy,15536610,1.037,56,Gender Studies,Q1
Animal Conservation,13679430,1.036,101,Ecology,Q1
Biology of the Cell,02484900,1.036,96,Medicine,Q1
Biotechnology for Biofuels and Bioproducts,27313654,1.036,139,Applied Microbiology and Biotechnology,Q1
Communications in Computational Physics,18152406,1.036,73,Computational Mathematics,Q1
Corporate Governance (Bingley),14720701,1.036,85,"Business, Management and Accounting",Q1
Current Problems in Cancer,01470272,1.036,51,Cancer Research,Q2
Ethnic and Racial Studies,01419870,1.036,125,Anthropology,Q1
Human Behavior and Emerging Technologies,25781863,1.036,40,Human-Computer Interaction,Q1
International Orthopaedics,14325195,1.036,116,Orthopedics and Sports Medicine,Q1
Journal of Hydrology X,25899155,1.036,21,Water Science and Technology,Q1
Ophthalmologica,00303755,1.036,74,Medicine,Q1
Parasites and Vectors,17563305,1.036,120,Infectious Diseases,Q1
Surfaces and Interfaces,24680230,1.036,80,Chemistry,Q1
Tourism Recreation Research,02508281,1.036,68,Cultural Studies,Q1
ACS Infectious Diseases,23738227,1.035,69,Infectious Diseases,Q1
Bioconjugate Chemistry,15204812,1.035,199,Bioengineering,Q1
BMC Infectious Diseases,14712334,1.035,137,Infectious Diseases,Q1
Canadian Journal of Public Health,19207476,1.035,84,Medicine,Q1
Documenta Mathematica,14310635,1.035,36,Mathematics,Q1
Journal of Obesity,20900716,1.035,70,"Endocrinology, Diabetes and Metabolism",Q2
"Life Sciences, Society and Policy",21957819,1.035,27,"Biochemistry, Genetics and Molecular Biology",Q1
Biological Psychology,03010511,1.034,152,Neuropsychology and Physiological Psychology,Q1
Biotechnology Reports,2215017X,1.034,74,Applied Microbiology and Biotechnology,Q1
Ceramics International,02728842,1.034,170,Ceramics and Composites,Q1
Expert Opinion on Emerging Drugs,14728214,1.034,58,Pharmacology,Q1
Interpreting,13846647,1.034,45,Linguistics and Language,Q1
Medicine in Drug Discovery,25900986,1.034,21,Drug Discovery,Q1
Pain and Therapy,2193651X,1.034,41,Anesthesiology and Pain Medicine,Q1
Psychological Research,14302772,1.034,93,Arts and Humanities,Q1
Public Policy and Administration,09520767,1.034,50,Public Administration,Q1
Ticks and Tick-borne Diseases,18779603,1.034,66,Infectious Diseases,Q1
Biosystems Engineering,15375129,1.033,142,Agronomy and Crop Science,Q1
Drug and Alcohol Review,14653362,1.033,92,Health,Q1
European Journal of Cardio-thoracic Surgery,1873734X,1.033,158,Cardiology and Cardiovascular Medicine,Q1
Human Pathology,15328392,1.033,159,Pathology and Forensic Medicine,Q1
Innovation in Aging,23995300,1.033,34,Health Professions,Q1
Journal of Behavioral Medicine,15733521,1.033,113,Psychology,Q1
Journal of Computer and System Sciences,10902724,1.033,106,Applied Mathematics,Q1
Molecular and Cellular Biochemistry,15734919,1.033,140,Clinical Biochemistry,Q1
Physical Review A,24699934,1.033,307,"Atomic and Molecular Physics, and Optics",Q1
Tourism Economics,20440375,1.033,78,"Geography, Planning and Development",Q1
Acta Dermato-Venereologica,16512057,1.032,101,Dermatology,Q1
Applied Developmental Science,1532480X,1.032,85,Life-span and Life-course Studies,Q1
Applied Spectroscopy Reviews,05704928,1.032,86,Instrumentation,Q1
BMC Microbiology,14712180,1.032,147,Microbiology,Q1
Brain Imaging and Behavior,19317565,1.032,72,Behavioral Neuroscience,Q1
Freshwater Biology,13652427,1.032,183,Aquatic Science,Q1
Journal of Family Nursing,10748407,1.032,53,Community and Home Care,Q1
Judgment and Decision Making,19302975,1.032,78,Economics and Econometrics,Q1
npj Primary Care Respiratory Medicine,20551010,1.032,43,Family Practice,Q1
Qualitative Inquiry,15527565,1.032,111,Anthropology,Q1
Current Opinion in Toxicology,24682020,1.031,46,Toxicology,Q1
Economics and Human Biology,18736130,1.031,70,"Economics, Econometrics and Finance",Q1
Emerging Adulthood,21676984,1.031,48,Life-span and Life-course Studies,Q1
IEEE Power and Energy Magazine,15407977,1.031,99,Electrical and Electronic Engineering,Q1
Mathematical Proceedings of the Cambridge Philosophical Society,03050041,1.031,49,Mathematics,Q1
"PHAGE: Therapy, Applications, and Research",26416549,1.031,13,Applied Microbiology and Biotechnology,Q1
BMC Psychology,20507283,1.03,49,Medicine,Q1
Foundations and Trends in Entrepreneurship,15513114,1.03,40,Business and International Management,Q1
Marine Drugs,16603397,1.03,174,Drug Discovery,Q1
Archives of Medical Research,01884409,1.029,100,Medicine,Q1
ILAR Journal,19306180,1.029,95,Animal Science and Zoology,Q1
Journal of Algebra,00218693,1.029,86,Algebra and Number Theory,Q1
Journal of Health Psychology,14617277,1.029,112,Applied Psychology,Q2
Journal of Synchrotron Radiation,16005775,1.029,120,Instrumentation,Q1
Laryngoscope,15314995,1.029,183,Otorhinolaryngology,Q1
Cells and Development,2667291X,1.028,153,Developmental Biology,Q2
Current Plant Biology,22146628,1.028,35,Plant Science,Q1
Journal of American College Health,07448481,1.028,117,"Public Health, Environmental and Occupational Health",Q1
Journal of International Economic Law,14643758,1.028,62,"Economics, Econometrics and Finance",Q1
